HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;PSH;PSD;PSA;MaxH;MaxD;MaxA;AvgH;AvgD;AvgA
Elche;Ath Madrid;0;2;A;0;1;A;9;11;0;6;16;7;6;3;2;2;0;0;6;36;165;525;38;165;592;371;171;625;39;172;569;374;167
Sociedad;Girona;3;0;H;1;0;H;13;14;7;1;13;11;2;12;4;2;0;0;166;36;55;166;37;55;17;371;6;172;399;62;167;37;569
Vallecano;Villarreal;1;5;A;1;4;A;17;11;3;8;13;10;9;3;5;2;0;0;42;38;18;45;37;178;455;384;184;464;39;186;444;375;181
Real Madrid;Levante;6;0;H;4;0;H;27;16;16;1;8;6;6;6;2;1;0;0;145;525;55;151;48;55;152;511;587;155;525;6;15;494;567
Espanol;Valencia;1;1;D;1;1;D;5;18;3;5;18;15;2;3;4;1;0;0;25;34;28;25;34;275;258;333;294;265;34;297;255;334;284
Ath Bilbao;Osasuna;2;0;H;1;0;H;14;8;8;1;6;14;10;6;0;0;0;0;153;42;6;155;41;625;155;438;63;161;44;66;155;418;623
Ath Madrid;Sevilla;1;1;D;1;0;H;12;8;3;4;14;18;4;5;2;5;0;0;225;3;36;22;3;36;236;297;373;247;315;374;232;299;357
Betis;Oviedo;2;0;H;1;0;H;11;14;4;4;11;17;4;9;0;1;0;0;15;433;6;151;42;65;153;432;679;155;475;7;151;441;65
Girona;Real Madrid;1;1;D;1;1;D;21;16;7;7;13;11;10;2;7;2;0;0;33;33;22;325;325;225;337;346;226;369;36;23;33;339;224
Celta;Elche;1;0;H;1;0;H;14;10;5;1;11;12;7;5;2;2;0;0;165;38;55;163;39;55;163;395;603;171;42;62;165;39;556
Getafe;Barcelona;0;0;D;0;0;D;9;5;3;1;9;8;5;5;1;2;0;0;375;325;21;36;33;21;375;322;222;378;348;223;36;329;217
Levante;Alaves;3;1;H;0;1;A;15;6;5;2;19;10;3;4;8;6;0;0;28;38;225;287;36;23;304;38;229;311;382;237;299;367;228
Mallorca;Vallecano;2;1;H;1;0;H;12;11;5;4;13;8;5;3;1;0;0;0;157;38;65;158;39;6;164;397;588;17;4;65;162;382;604
Villarreal;Sociedad;1;2;A;1;0;H;10;11;4;6;12;16;4;3;4;2;0;0;21;36;33;215;36;32;217;374;333;223;395;34;216;363;329
Real Madrid;Betis;0;0;D;0;0;D;17;11;3;2;7;12;8;5;0;0;0;0;165;45;433;168;433;44;172;44;453;18;462;47;169;443;447
Vallecano;Levante;2;4;A;1;3;A;19;14;8;7;8;12;7;3;0;3;0;0;185;4;38;188;38;375;189;407;391;199;42;398;189;397;385
Valencia;Celta;2;0;H;1;0;H;10;9;3;3;22;19;3;3;3;3;0;0;275;33;262;275;33;255;279;333;271;295;34;275;277;331;263
Elche;Getafe;3;1;H;1;1;D;19;7;9;2;11;9;8;3;2;2;0;0;31;287;262;3;295;255;313;293;273;337;305;281;312;292;263
Alaves;Girona;0;1;A;0;0;D;9;13;2;6;11;13;4;4;0;1;0;0;42;37;183;41;37;185;425;372;191;451;386;192;42;371;187
Oviedo;Espanol;0;0;D;0;0;D;15;10;5;5;9;12;7;3;1;0;0;0;144;433;75;146;45;65;145;476;765;15;49;78;145;466;708
Osasuna;Mallorca;0;2;A;0;0;D;11;14;1;6;8;14;5;7;2;2;0;0;33;34;22;33;33;22;341;346;224;38;35;226;339;338;22
Barcelona;Villarreal;0;2;A;0;1;A;14;4;3;3;12;7;12;1;3;1;0;0;21;4;3;21;375;32;217;398;315;221;422;339;212;394;315
Sevilla;Ath Bilbao;1;0;H;0;0;D;13;9;3;1;13;12;5;0;3;3;0;0;25;33;287;245;32;29;259;332;294;26;346;298;252;329;291
Sociedad;Ath Madrid;1;2;A;0;0;D;12;6;3;5;16;11;3;2;4;2;0;0;262;33;27;27;325;265;271;331;28;279;348;282;269;327;275
